zht	J1		BeiJing	Chemical Engineering	Clear	2008	12	05	2009	03	17	102
sqdong	H1	Renewal	GuangZhou	Eletrical Engineering	Clear	2008	12	08	2009	03	18	100
Dec-08	J1		ChengDu	N/A	Clear	2008	12	08	2009	03	18	100
harrry	H1	Renewal	ShangHai	Physics	Clear	2008	12	08	2009	03	20	102
JY	H1	New	GuangZhou	Biology	Clear	2008	12	08	2009	03	20	102
9753	H1	Renewal	BeiJing	Eletrical Engineering	Clear	2008	12	08	2009	03	19	101
hsu1225	H1	Renewal	GuangZhou	Biology	Clear	2008	12	08	2009	03	18	100
rrchengdu	H1	Renewal	ChengDu	Biology	Clear	2008	12	08	2009	04	09	122
chembiochem	H1	Renewal	ShangHai	Chemistry	Clear	2008	12	08	2009	03	17	99
mengmarmal	H1	New	ShangHai	Computer Science/Engineering	Clear	2008	12	08	2009	03	20	102
miyayang	H1	New	GuangZhou	Biomedical Engineering	Clear	2008	12	08	2009	03	18	100
taoxr	H1	Renewal	ShangHai	Biochemical Engineering	Clear	2008	12	08	2009	03	17	99
lsn2000	H1	New	BeiJing	Eletrical Engineering	Clear	2008	12	08	2009	03	17	99
foxfox44	H1	Renewal	BeiJing	Chemical Engineering	Clear	2008	12	09	2009	03	20	101
ido	H1	New	BeiJing	Mechanical Engineering	Clear	2008	12	09	2009	04	30	142
john8899	J1	New	ShangHai	Atmosphere & Marine Science	Clear	2008	12	09	2009	03	20	101
hotwind01	J1	Renewal	BeiJing	Mechanical Engineering	Clear	2008	12	09	2009	03	17	98
pplong	J1	Renewal	ShangHai	Chemistry	Clear	2008	12	09	2009	03	18	99
sky200	H1	Renewal	ShangHai	Atmosphere & Marine Science	Clear	2008	12	09	2009	03	20	101
likewake	H1		Others	Physics	Clear	2008	12	09	2009	03	17	98
Ryan	F1	New	ShenYang	Aerospace Engineering	Clear	2008	12	09	2009	03	18	99
Candy2810	J1	New	BeiJing	Biomedical Engineering	Clear	2008	12	09	2009	03	20	101
lcdos	H1		BeiJing	Mechanical Engineering	Clear	2008	12	09	2009	03	18	99
woodspear	H1	Renewal	BeiJing	Eletrical Engineering	Clear	2008	12	09	2009	03	17	98
sixthirty	H1	New	ShangHai	Chemistry	Clear	2008	12	09	2009	03	24	105
Jerry	J1	Renewal	BeiJing	Biophysics Engineering	Clear	2008	12	09	2009	03	17	98
Opaque	H1	Renewal	GuangZhou	Biology	Clear	2008	12	09	2009	03	20	101
star	J1	Renewal	BeiJing	Biology	Clear	2008	12	09	2009	03	17	98
bham_lion	H1		ChengDu	N/A	Clear	2008	12	10	2009	03	20	100
bibibo123	H1	Renewal	ChengDu	Civil Engineering	Clear	2008	12	10	2009	03	20	100
zx	H1	Renewal	ChengDu	Computer Science/Engineering	Clear	2008	12	10	2009	03	20	100
walberta	J1	New	Vancouver 	Materials Science/Engineering	Clear	2008	12	10	2009	03	18	98
dnarnapro	H1	Renewal	ShangHai	Chemistry	Clear	2008	12	10	2009	03	23	103
windyabc	H1	New	ShangHai	Biology	Clear	2008	12	10	2009	03	20	100
irasit	F1	Renewal	BeiJing	Eletrical Engineering	Clear	2008	12	10	2009	03	18	98
killuaustc	H1	New	ShangHai	Biology	Clear	2008	12	10	2009	03	19	99
njazma	H1		ChengDu	Chemistry	Clear	2008	12	10	2009	03	19	99
whisky	F1	Renewal	BeiJing	Eletrical Engineering	Clear	2008	12	10	2009	03	18	98
checkee	H1	Renewal	ShangHai	Biology	Clear	2008	12	10	2009	03	10	90
jl213	H1	Renewal	ChengDu	Biochemical Engineering	Clear	2008	12	10	2009	03	21	101
deepseablueblue	H1	Renewal	ShangHai	Chemistry	Clear	2008	12	10	2009	03	24	104
cdenen	H1	Renewal	ChengDu	Physics	Clear	2008	12	10	2009	03	23	103
mememe	J1	Renewal	ShangHai	Physics	Clear	2008	12	10	2009	03	20	100
smz	H1	New	Tijuana 	Computer Science/Engineering	Clear	2008	12	11	2009	02	23	74
littlegreen	J1	New	BeiJing	Biochemical Engineering	Clear	2008	12	11	2009	03	20	99
wcadef	J1	Renewal	BeiJing	Chemical Engineering	Clear	2008	12	11	2009	03	20	99
suixzh	H1		BeiJing	Biology	Clear	2008	12	11	2009	03	19	98
peachnestea	H1	Renewal	ShangHai	Bioinformatics / Biostatistics	Clear	2008	12	11	2009	03	23	102
philippic	F1	Renewal	ShangHai	Industrial Engineering	Clear	2008	12	11	2009	03	19	98
super_wt	J1		BeiJing	Bioinformatics / Biostatistics	Clear	2008	12	11	2009	03	20	99
unight	F1		ShangHai	Biomedical Engineering	Clear	2008	12	11	2009	03	19	98
liting	J1	Renewal	ShangHai	Mechanical Engineering	Clear	2008	12	11	2009	03	20	99
grace	J1		BeiJing	Mechanical Engineering	Clear	2008	12	11	2009	03	18	97
hzg	H1	Renewal	BeiJing	Biology	Clear	2008	12	11	2009	03	18	97
r30962	H1	New	BeiJing	Materials Science/Engineering	Clear	2008	12	11	2009	03	17	96
hensbcb	F1	Renewal	ShangHai	Biochemical Engineering	Clear	2008	12	11	2009	03	23	102
baoz	H1	New	Others	Physics	Clear	2008	12	11	2009	04	14	124
lvying	F1	Renewal	BeiJing	Biophysics Engineering	Clear	2008	12	12	2009	03	18	96
mustdoit	J1	New	BeiJing	Chemistry	Clear	2008	12	12	2009	03	18	96
justhere	H1		BeiJing	Eletrical Engineering	Clear	2008	12	12	2009	03	19	97
mg	H1		BeiJing	N/A	Clear	2008	12	12	2009	03	18	96
hsg221	H1	Renewal	BeiJing	Physics	Clear	2008	12	12	2009	03	20	98
visa	H1		ShangHai	Materials Science/Engineering	Clear	2008	12	15	2009	03	21	96
zj2000cn	H1	New	ShangHai	Industrial Engineering	Clear	2008	12	15	2009	03	18	93
disan	H1		ShangHai	Materials Science/Engineering	Clear	2008	12	15	2009	03	23	98
cise	F1	Renewal	ShangHai	Eletrical Engineering	Clear	2008	12	15	2009	03	19	94
eyou	F1	Renewal	ShangHai	Mechanical Engineering	Clear	2008	12	15	2009	03	23	98
diangers	H1	Renewal	BeiJing	Chemistry	Clear	2008	12	15	2009	03	18	93
lunazjy	H1		BeiJing	Chemistry	Clear	2008	12	15	2009	03	20	95
Manuel	H1	New	BeiJing	Chemical Engineering	Clear	2008	12	15	2009	03	23	98
lafemme	F1	Renewal	BeiJing	Chemistry	Clear	2008	12	15	2009	03	25	100
truehb	H1	New	GuangZhou	Eletrical Engineering	Clear	2008	12	15	2009	03	20	95
wanyua	F1	Renewal	ShangHai	Atmosphere & Marine Science	Clear	2008	12	15	2009	03	19	94
magicfine	F1	Renewal	ShangHai	Eletrical Engineering	Clear	2008	12	15	2009	03	20	95
Willow-w	H1		BeiJing	Neuroscience	Clear	2008	12	15	2009	03	18	93
willowW	H1	Renewal	BeiJing	Materials Science/Engineering	Clear	2008	12	15	2009	03	18	93
zhudai	H1		ShangHai	Chemistry	Clear	2008	12	15	2009	03	19	94
xf	H1		ShangHai	Mechanical Engineering	Clear	2008	12	15	2009	03	20	95
qqspm	H1	Renewal	BeiJing	Neuroscience	Clear	2008	12	15	2009	03	27	102
GaryH	H1	Renewal	ShangHai	Chemistry	Clear	2008	12	15	2009	03	20	95
YY	H1	Renewal	ShangHai	N/A	Clear	2008	12	15	2009	03	21	96
helloteddy	H1	Renewal	BeiJing	Chemistry	Clear	2008	12	15	2009	03	15	90
flyadove	F1	Renewal	ShangHai	Bioinformatics / Biostatistics	Clear	2008	12	15	2009	03	19	94
banana001	F1	Renewal	ShangHai	Eletrical Engineering	Clear	2008	12	15	2009	03	20	95
zenonlpc	F1	Renewal	ShangHai	Eletrical Engineering	Clear	2008	12	15	2009	03	19	94
xibull	H1	Renewal	ShangHai	N/A	Clear	2008	12	15	2009	03	20	95
gsut81	H1	New	BeiJing	Eletrical Engineering	Clear	2008	12	16	2009	03	23	97
killbill123	F1	Renewal	Others	Optic Engieering	Clear	2008	12	16	2009	05	07	142
shenyang0809	H1	Renewal	ShenYang	Eletrical Engineering	Clear	2008	12	16	2009	03	27	101
wss6028	H1	New	BeiJing	Materials Science/Engineering	Clear	2008	12	16	2009	03	23	97
Dec2008	H1	New	BeiJing	Eletrical Engineering	Clear	2008	12	17	2009	03	20	93
luuring	H1	Renewal	ShangHai	Computer Science/Engineering	Clear	2008	12	17	2009	03	20	93
likexx	H1	Renewal	ChengDu	Computer Science/Engineering	Clear	2008	12	17	2009	03	20	93
lzhang	H1		ShangHai	N/A	Clear	2008	12	17	2009	03	20	93
nauticalboy	H1	New	Others	Biochemical Engineering	Clear	2008	12	17	2009	03	31	104
BLUEWIND	H1		ShangHai	Mechanical Engineering	Clear	2008	12	17	2009	03	24	97
HFL	H1	Renewal	ChengDu	Biology	Clear	2008	12	17	2009	03	19	92
daiyatou	H1		ShangHai	Aerospace Engineering	Clear	2008	12	17	2009	03	23	96
wyw	H1	New	Others	Biochemical Engineering	Clear	2008	12	17	2009	04	11	115
M	H1		ShangHai	N/A	Clear	2008	12	17	2009	03	20	93
abcd	B1	New	BeiJing	Mechanical Engineering	Clear	2008	12	17	2009	03	20	93
llyzs	B1	New	GuangZhou	Computer Science/Engineering	Clear	2008	12	17	2009	03	24	97
amanos	H1	New	Others	Eletrical Engineering	Clear	2008	12	17	2009	04	24	128
wangren	H1	Renewal	ShangHai	Bioinformatics / Biostatistics	Clear	2008	12	18	2009	03	19	91
xhzhang1978	F1	Renewal	ShangHai	Chemistry	Clear	2008	12	18	2009	03	19	91
owl	H1	Renewal	BeiJing	Materials Science/Engineering	Clear	2008	12	18	2009	03	19	91
xidong	H1	New	ShangHai	Mechanical Engineering	Clear	2008	12	18	2009	03	23	95
LY	H4	New	ShangHai	N/A	Clear	2008	12	18	2009	03	23	95
Val	H1		ShangHai	Materials Science/Engineering	Clear	2008	12	19	2009	03	24	95
nuclearspin	H1	Renewal	BeiJing	Medical Engineering	Clear	2008	12	19	2009	03	27	98
bejing2009	H1	New	BeiJing	Computer Science/Engineering	Clear	2008	12	19	2009	03	27	98
linxi107	H1	Renewal	GuangZhou	Chemical Engineering	Clear	2008	12	22	2009	03	27	95
doghuang	H1	Renewal	ShangHai	Chemistry	Clear	2008	12	22	2009	03	31	99
iciclemelt	F1	Renewal	ShangHai	Chemistry	Clear	2008	12	22	2009	03	31	99
umpe	H1		Others	Biochemical Engineering	Clear	2008	12	22	2009	03	20	88
aku	H1	Renewal	BeiJing	Computer Science/Engineering	Clear	2008	12	22	2009	03	22	90
Jack441018	H1	New	BeiJing	Eletrical Engineering	Clear	2008	12	22	2009	03	27	95
ppperson	H1	New	ShangHai	Eletrical Engineering	Clear	2008	12	22	2009	04	01	100
yufei123456	F1	Renewal	ChengDu	Computer Science/Engineering	Clear	2008	12	22	2009	03	25	93
balala	H1	New	ShangHai	Physics	Clear	2008	12	22	2009	03	31	99
1223bjh1b	H1	Renewal	BeiJing	Biomedical Engineering	Clear	2008	12	23	2009	03	23	90
xuzp	H1	Renewal	BeiJing	Civil Engineering	Clear	2008	12	23	2009	03	20	87
jiong	H1	New	ShangHai	Eletrical Engineering	Clear	2008	12	23	2009	03	20	87
ykqryk	H1	New	ShangHai	Biology	Clear	2008	12	23	2009	03	20	87
cc	B1	New	GuangZhou	Chemistry	Clear	2008	12	23	2009	04	03	101
sunnycat	H4	New	ShangHai	Environmental Science	Clear	2008	12	23	2009	03	23	90
sunnycat	H1	New	ShangHai	Eletrical Engineering	Clear	2008	12	23	2009	03	23	90
guoan	H1	Renewal	BeiJing	Biomedical Engineering	Clear	2008	12	23	2009	03	20	87
march	B1	New	Others	N/A	Clear	2008	12	23	2009	03	30	97
jessyqi	H1	New	Others	Eletrical Engineering	Clear	2008	12	23	2009	03	19	86
China2008	H1	Renewal	BeiJing	Biomedical Engineering	Clear	2008	12	23	2009	03	27	94
goodlife	H1	Renewal	ShangHai	Eletrical Engineering	Clear	2008	12	23	2009	03	24	91
ykqryk	H4	New	ShangHai	N/A	Clear	2008	12	23	2009	03	23	90
boston	H1	New	ShangHai	Eletrical Engineering	Clear	2008	12	23	2009	03	23	90
hkld	H1	New	BeiJing	Computer Science/Engineering	Clear	2008	12	24	2009	03	20	86
Aquafina	H1		ShangHai	Chemistry	Clear	2008	12	24	2009	03	23	89
snoopylh	H1		BeiJing	Mechanical Engineering	Clear	2008	12	29	2009	03	27	88
chenxuyu	H1	Renewal	ShenYang	Biomedical Engineering	Clear	2008	12	29	2009	04	08	100
irenezqff	H1	Renewal	GuangZhou	Biochemical Engineering	Clear	2008	12	29	2009	03	27	88
JQ	H1	Renewal	ShangHai	Chemistry	Clear	2008	12	29	2009	03	27	88
Jimmy	H1	Renewal	GuangZhou	Eletrical Engineering	Clear	2008	12	29	2009	04	08	100
mankei	H1	Renewal	Others	Eletrical Engineering	Clear	2008	12	29	2009	03	27	88
frogjovi	H1	New	ShangHai	Neuroscience	Clear	2008	12	29	2009	03	27	88
bluecold	H1	New	ShangHai	Information Science/Technology	Clear	2008	12	29	2009	03	27	88
bg3721	H1	Renewal	BeiJing	Computer Science/Engineering	Clear	2008	12	29	2009	03	29	90
wu	H1		ShangHai	Computer Science/Engineering	Clear	2008	12	30	2009	03	27	87
deng7	F1		ChengDu	Biology	Clear	2008	12	30	2009	01	29	30
xqsimple	H4		Others	Chemistry	Clear	2008	12	30	2009	03	27	87
zealing2009	H1	Renewal	ShangHai	Eletrical Engineering	Clear	2008	12	30	2009	03	27	87
ordin	H1	Renewal	BeiJing	Eletrical Engineering	Clear	2008	12	30	2009	03	27	87
minsmarf	H1	New	BeiJing	Information Science/Technology	Clear	2008	12	30	2009	03	27	87
ling	H1	Renewal	BeiJing	Materials Science/Engineering	Clear	2008	12	30	2009	03	27	87
stochaos	H1	Renewal	BeiJing	Physics	Clear	2008	12	30	2009	03	27	87
julin	H1	Renewal	ChengDu	Bioinformatics / Biostatistics	Clear	2008	12	31	2009	04	08	98
lpdeng	H1		ChengDu	Materials Science/Engineering	Clear	2008	12	31	2009	04	07	97
rainbonnie	H1	New	ChengDu	Industrial Engineering	Clear	2008	12	31	2009	04	07	97
libertango	H1	Renewal	ChengDu	Eletrical Engineering	Clear	2008	12	31	2009	04	07	97
chengdu	H1	New	ChengDu	Eletrical Engineering	Clear	2008	12	31	2009	04	07	97
King.east	H4	New	ChengDu	Eletrical Engineering	Clear	2008	12	31	2009	04	08	98
Barry	H1	New	ChengDu	Biochemical Engineering	Clear	2008	12	31	2009	04	07	97
mmega	H1	Renewal	ShangHai	Biochemical Engineering	Clear	2009	01	05	2009	03	31	85
100	H1	Renewal	ShenYang	Chemical Engineering	Clear	2009	01	05	2009	04	06	91
ford99	H1	Renewal	ShangHai	Mathematics	Clear	2009	01	05	2009	04	01	86
thinkme	H1	Renewal	BeiJing	Atmosphere & Marine Science	Clear	2009	01	05	2009	05	20	135
aaa	H1	Renewal	BeiJing	Physics	Clear	2009	01	05	2009	04	02	87
Chao	H1	Renewal	GuangZhou	Medicine / Pathology / Pharmacy	Clear	2009	01	05	2009	04	15	100
71	H1	Renewal	Toronto 	Eletrical Engineering	Clear	2009	01	05	2009	04	14	99
komunling	H1	New	ShangHai	Bioinformatics / Biostatistics	Clear	2009	01	06	2009	04	07	91
fjr_2009	F1	New	ShangHai	Eletrical Engineering	Clear	2009	01	06	2009	02	28	53
Bluewater	H1		ShangHai	Computer Science/Engineering	Clear	2009	01	07	2009	04	10	93
kevin	H1	Renewal	ShenYang	Chemistry	Clear	2009	01	07	2009	04	09	92
zhangge	H1	Renewal	ChengDu	Statistics	Clear	2009	01	07	2009	04	08	91
expiate	H1	Renewal	ChengDu	Information Science/Technology	Clear	2009	01	07	2009	04	07	90
lq958	H1	New	BeiJing	Medicine / Pathology / Pharmacy	Clear	2009	01	07	2009	04	10	93
unluckyinchengd	H1	Renewal	ChengDu	Eletrical Engineering	Clear	2009	01	07	2009	04	02	85
flyingmonkey	H4	Renewal	ChengDu	MBA	Clear	2009	01	07	2009	04	08	91
ywhk	H1	Renewal	ShenYang	Biology	Clear	2009	01	07	2009	04	20	103
wjzr76	H1	Renewal	Others	Eletrical Engineering	Clear	2009	01	08	2009	04	09	91
SF	H1	Renewal	Others	Chemistry	Clear	2009	01	08	2009	04	08	90
ccruz	H1	Renewal	BeiJing	Eletrical Engineering	Clear	2009	01	09	2009	04	09	90
ppqq	H1	New	BeiJing	Eletrical Engineering	Clear	2009	01	10	2009	04	08	88
usdgood	B2	Renewal	ChengDu	Chemistry	Clear	2009	01	12	2009	04	10	88
ray	L1	New	GuangZhou	N/A	Clear	2009	01	12	2009	04	08	86
wuhanJan	H1	New	GuangZhou	Medicine / Pathology / Pharmacy	Clear	2009	01	12	2009	04	15	93
berry7e7	L1	New	ShangHai	Eletrical Engineering	Clear	2009	01	12	2009	04	09	87
rc	L2	New	GuangZhou	N/A	Clear	2009	01	12	2009	04	08	86
noid	H1		ChengDu	Computer Science/Engineering	Clear	2009	01	13	2009	04	08	85
viviencat	H4	New	Others	N/A	Clear	2009	01	13	2009	04	07	84
paopao	H1	Renewal	BeiJing	Eletrical Engineering	Clear	2009	01	13	2009	04	23	100
ykcheiccas	H1	Renewal	BeiJing	Chemistry	Clear	2009	01	13	2009	04	08	85
changchunfeng	H1	Renewal	BeiJing	Computer Science/Engineering	Clear	2009	01	13	2009	04	14	91
caidoz	H1	Renewal	Others	Computer Science/Engineering	Clear	2009	01	13	2009	04	28	105
familywang	H1	New	Others	Medicine / Pathology / Pharmacy	Clear	2009	01	13	2009	04	08	85
familywang2and3	H4	New	Others	N/A	Clear	2009	01	13	2009	04	08	85
ibm	J1	New	ShangHai	Medical Engineering	Clear	2009	01	13	2009	05	14	121
haha	J2	New	ShenYang	N/A	Clear	2009	01	13	2010	03	16	427
lhm	B1		ShangHai	Eletrical Engineering	Clear	2009	01	14	2009	04	14	90
li777	H1	Renewal	BeiJing	N/A	Clear	2009	01	14	2009	03	14	59
bobobo	F1	Renewal	BeiJing	Chemistry	Clear	2009	01	15	2009	05	07	112
leviski	H1	New	ChengDu	Computer Science/Engineering	Clear	2009	01	15	2009	04	16	91
vincentlang1	F1	Renewal	Others	Chemistry	Clear	2009	01	15	2009	06	04	140
huhd	H1	Renewal	ShangHai	Computer Science/Engineering	Clear	2009	01	15	2009	05	20	125
pp	H1		Toronto 	Biology	Clear	2009	01	15	2009	04	21	96
robertg	H1	New	ShangHai	Biomedical Engineering	Clear	2009	01	15	2009	04	15	90
wieso	B1	New	Others	Biology	Clear	2009	01	15	2009	04	24	99
xiamimayi	H1	Renewal	ShangHai	Computer Science/Engineering	Clear	2009	01	15	2009	04	16	91
ppsi	H1	New	Others	Chemistry	Clear	2009	01	16	2009	04	14	88
NW	H1	Renewal	ShenYang	Biomedical Engineering	Clear	2009	01	16	2009	04	14	88
yaya	B1	New	Others	Eletrical Engineering	Clear	2009	01	16	2009	04	14	88
12345	F1	Renewal	GuangZhou	Biology	Clear	2009	01	20	2009	03	11	50
goldenbread	H1	New	ShangHai	Materials Science/Engineering	Clear	2009	01	20	2009	04	17	87
hardamethyst	H1	Renewal	ShenYang	Chemistry	Clear	2009	01	20	2009	04	24	94
yhy	B2	New	Others	Chemistry	Clear	2009	01	20	2009	04	15	85
qq	B1	New	Vancouver 	Chemistry	Clear	2009	01	20	2009	04	23	93
WoKao	H1	Renewal	ShenYang	Eletrical Engineering	Clear	2009	01	20	2009	04	14	84
alex	B1	New	ShangHai	N/A	Clear	2009	01	20	2009	04	16	86
quakemania	H1	New	ShangHai	Mechanical Engineering	Clear	2009	01	20	2009	04	14	84
MMCC	H1	Renewal	ShangHai	Materials Science/Engineering	Clear	2009	01	20	2009	05	14	114
vivienduww	L2	New	ChengDu	N/A	Clear	2009	01	21	2009	03	19	57
seekdream	H1	New	ChengDu	Eletrical Engineering	Clear	2009	01	21	2009	04	24	93
bettyzy1201	H1	Renewal	ChengDu	Eletrical Engineering	Clear	2009	01	21	2009	04	23	92
thus	H1	Renewal	ShenYang	Biomedical Engineering	Clear	2009	01	21	2009	04	20	89
xlmail	H1	Renewal	ChengDu	Chemistry	Clear	2009	01	21	2009	04	16	85
botong	H1	Renewal	BeiJing	Chemistry	Clear	2009	01	22	2009	05	22	120
blue	H1	Renewal	BeiJing	Biochemical Engineering	Clear	2009	01	22	2009	04	22	90
eiche	F1	Renewal	GuangZhou	Physics	Clear	2009	01	22	2009	04	15	83
Shanghai	H1	New	ShangHai	Biochemical Engineering	Clear	2009	01	22	2009	04	17	85
sling	J2	New	ChengDu	N/A	Clear	2009	01	22	2009	05	22	120
JAN23	H1	Renewal	ShangHai	Chemistry	Clear	2009	01	23	2009	04	20	87
goodtiger	J1	Renewal	BeiJing	Chemistry	Clear	2009	01	23	2009	04	14	81
milanyc	B2	New	Others	Eletrical Engineering	Clear	2009	01	23	2009	05	05	102
wma	B1	New	Others	Medicine / Pathology / Pharmacy	Clear	2009	01	23	2009	04	22	89
hliang	B1	Renewal	Others	Chemistry	Clear	2009	01	26	2009	04	22	86
lz_7991	J1	New	BeiJing	Physics	Clear	2009	01	29	2009	04	14	75
zye	H1	Renewal	ShangHai	Biomedical Engineering	Clear	2009	01	29	2009	04	24	85
ermite	B2	New	Others	Computer Science/Engineering	Clear	2009	01	29	2009	04	24	85
jwsn	J2	New	ShangHai	Medicine / Pathology / Pharmacy	Clear	2009	01	29	2009	05	06	97
xiaogazhang	J1	New	ShangHai	Computer Science/Engineering	Clear	2009	01	30	2009	07	10	161
DHA	H1	Renewal	ShangHai	Eletrical Engineering	Clear	2009	01	30	2009	04	24	84
kk	J1	Renewal	BeiJing	Biology	Clear	2009	01	30	2009	05	06	96
basten	J1	New	ShenYang	Optic Engieering	Clear	2009	01	30	2009	04	13	73
qap	F1	Renewal	ChengDu	Biomedical Engineering	Clear	2009	02	02	2009	05	22	109
shanghaigu	B2	New	ShangHai	N/A	Clear	2009	02	02	2009	04	23	80
worry	F1	Renewal	ChengDu	Biomedical Engineering	Clear	2009	02	02	2009	05	22	109
iiv	F1	Renewal	Others	Chemistry	Clear	2009	02	03	2009	03	12	37
yunzhongxue	J1	New	Others	Biology	Clear	2009	02	03	2009	05	22	108
Xiaoming	J1	Renewal	ChengDu	Mechanical Engineering	Clear	2009	02	03	2009	05	22	108
Gemini	J1	New	Others	N/A	Clear	2009	02	03	2009	05	22	108
buaa	B2	New	BeiJing	N/A	Clear	2009	02	03	2009	04	24	80
neenee	B2	New	BeiJing	N/A	Clear	2009	02	03	2009	04	24	80
lvcp	J1	New	Others	Biophysics Engineering	Clear	2009	02	04	2009	07	31	177
mayawww	F1		BeiJing	Biology	Clear	2009	02	04	2009	03	09	33
time fly	J1	New	ShenYang	Chemistry	Clear	2009	02	04	2009	03	13	37
nicej	J1	New	ShangHai	Biology	Clear	2009	02	04	2009	05	27	112
idontknow	H1	New	ChengDu	Information Science/Technology	Clear	2009	02	04	2009	04	14	69
horseinfly	J1	New	BeiJing	Biology	Clear	2009	02	04	2009	05	22	107
flyingrock	L1	New	BeiJing	Computer Science/Engineering	Clear	2009	02	04	2009	04	27	82
readinsnow	H1	Renewal	ChengDu	Physics	Clear	2009	02	04	2009	04	28	83
efm	H1	Renewal	Others	Chemistry	Clear	2009	02	04	2009	04	27	82
madmatrix	H4	New	ShangHai	Computer Science/Engineering	Clear	2009	02	05	2009	04	28	82
trueconan	F1		BeiJing	Biomedical Engineering	Clear	2009	02	05	2009	05	22	106
paradisezl	H1	New	ShangHai	Biology	Clear	2009	02	05	2009	04	27	81
underthemoon	J1	New	BeiJing	Biology	Clear	2009	02	05	2009	05	22	106
WF	H1	Renewal	BeiJing	Medicine / Pathology / Pharmacy	Clear	2009	02	05	2009	05	15	99
D_xili	J1	New	BeiJing	Biology	Clear	2009	02	06	2009	05	07	90
***	B1	New	ShangHai	Physics	Clear	2009	02	09	2009	04	24	74
waterfeeling	B1	New	ShangHai	Computer Science/Engineering	Clear	2009	02	09	2009	04	30	80
may109	F1	Renewal	ChengDu	Computer Science/Engineering	Clear	2009	02	09	2009	05	12	92
frada	H1	Renewal	BeiJing	Mechanical Engineering	Clear	2009	02	09	2009	04	27	77
fanfare	F1	Renewal	ChengDu	Materials Science/Engineering	Clear	2009	02	09	2009	05	07	87
Ida	H1	Renewal	GuangZhou	N/A	Clear	2009	02	09	2009	05	09	89
wanderingsam	H1	New	ShenYang	Physics	Clear	2009	02	09	2009	05	13	93
cylouisa	H1		ChengDu	N/A	Clear	2009	02	11	2009	04	28	76
aibiqian	J1	New	Others	Biology	Clear	2009	02	11	2009	03	11	28
weektree	H1	Renewal	BeiJing	N/A	Clear	2009	02	11	2009	04	28	76
mindy_nt	J1	New	ShangHai	Biochemical Engineering	Clear	2009	02	11	2009	04	15	63
continue	B2	Renewal	BeiJing	Eletrical Engineering	Clear	2009	02	11	2009	04	27	75
qyp29	J1	New	ShangHai	Medicine / Pathology / Pharmacy	Clear	2009	02	12	2009	04	09	56
X__X	F1		ChengDu	Medical Engineering	Clear	2009	02	12	2009	03	13	29
blw	H1	Renewal	BeiJing	Medicine / Pathology / Pharmacy	Clear	2009	02	12	2009	04	27	74
linklisa	H1	New	ShangHai	Medical Engineering	Clear	2009	02	12	2009	04	30	77
icanfly	H1	Renewal	ShangHai	Aerospace Engineering	Clear	2009	02	12	2009	04	28	75
zyn	H4	New	BeiJing	N/A	Clear	2009	02	12	2009	05	04	81
mpi	H1	Renewal	ShangHai	Biomedical Engineering	Clear	2009	02	12	2009	04	28	75
